id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,video[0].url,video[0].tag[0],address.city,address.country,address.neighborhoods,address.postal_code,address.region,address.street_address,gtin,product_tags[0],product_tags[1],availability_polygon_coordinates[0].latitude,availability_polygon_coordinates[0].longitude,availability_polygon_coordinates[1].latitude,availability_polygon_coordinates[1].longitude,availability_polygon_coordinates[2].latitude,availability_polygon_coordinates[2].longitude,availability_polygon_coordinates[3].latitude,availability_polygon_coordinates[3].longitude,availability_circle_origin.latitude,availability_circle_origin.longitude,availability_circle_radius_unit,availability_circle_radius,style[0]
550e8400-e29b-41d4-a716-446655400024,Evian Natural Mineral Water 1000ml,Evian Natural Mineral Water 1000ml,in stock,new,1.39 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400024,https://images.sumup.com/img_evian_natural_minera_1000,Evian,Soft Drinks • Water • Shakes,Soft Drinks • Water • Shakes,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400025,Evian Natural Mineral Water 1500ml,Evian Natural Mineral Water 1500ml,in stock,new,1.79 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400025,https://images.sumup.com/img_evian_natural_minera_1500,Evian,Soft Drinks • Water • Shakes,Soft Drinks • Water • Shakes,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400026,Volvic Touch of Fruit 500g,Volvic Touch of Fruit 500g,in stock,new,1.09 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400026,https://images.sumup.com/img_volvic_touch_of_frui_500,Volvic,Soft Drinks • Water • Shakes,Soft Drinks • Water • Shakes,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400027,Volvic Touch of Fruit 1500ml,Volvic Touch of Fruit 1500ml,in stock,new,1.99 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400027,https://images.sumup.com/img_volvic_touch_of_frui_1500,Volvic,Soft Drinks • Water • Shakes,Soft Drinks • Water • Shakes,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400028,Highland Spring Water 500g,Highland Spring Water 500g,in stock,new,0.89 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400028,https://images.sumup.com/img_highland_spring_wate_500,,Soft Drinks • Water • Shakes,Soft Drinks • Water • Shakes,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400029,Highland Spring Water 1500ml,Highland Spring Water 1500ml,in stock,new,1.69 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400029,https://images.sumup.com/img_highland_spring_wate_1500,,Soft Drinks • Water • Shakes,Soft Drinks • Water • Shakes,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400030,San Pellegrino Sparkling 330g,San Pellegrino Sparkling 330g,in stock,new,1.29 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400030,https://images.sumup.com/img_san_pellegrino_spark_330,,Soft Drinks • Water • Shakes,Soft Drinks • Water • Shakes,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400031,San Pellegrino Sparkling 500g,San Pellegrino Sparkling 500g,in stock,new,1.79 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400031,https://images.sumup.com/img_san_pellegrino_spark_500,,Soft Drinks • Water • Shakes,Soft Drinks • Water • Shakes,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400032,Perrier Sparkling Water 330g,Perrier Sparkling Water 330g,in stock,new,1.19 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400032,https://images.sumup.com/img_perrier_sparkling_wa_330,,Soft Drinks • Water • Shakes,Soft Drinks • Water • Shakes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400033,Perrier Sparkling Water 750g,Perrier Sparkling Water 750g,in stock,new,2.29 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400033,https://images.sumup.com/img_perrier_sparkling_wa_750,,Soft Drinks • Water • Shakes,Soft Drinks • Water • Shakes,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400034,Monster Energy Original 500g,Monster Energy Original 500g,in stock,new,1.89 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400034,https://images.sumup.com/img_monster_energy_origi_500,Monster,Energy Drinks,Energy Drinks,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400035,Monster Energy Ultra 500g,Monster Energy Ultra 500g,in stock,new,1.89 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400035,https://images.sumup.com/img_monster_energy_ultra_500,Monster,Energy Drinks,Energy Drinks,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400036,Red Bull Energy Drink 250g,Red Bull Energy Drink 250g,in stock,new,1.69 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400036,https://images.sumup.com/img_red_bull_energy_drin_250,Red Bull,Energy Drinks,Energy Drinks,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400037,Red Bull Energy Drink 355g,Red Bull Energy Drink 355g,in stock,new,2.29 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400037,https://images.sumup.com/img_red_bull_energy_drin_355,Red Bull,Energy Drinks,Energy Drinks,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400038,Red Bull Energy Drink 473g,Red Bull Energy Drink 473g,in stock,new,2.99 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400038,https://images.sumup.com/img_red_bull_energy_drin_473,Red Bull,Energy Drinks,Energy Drinks,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400039,Red Bull Sugar Free 250g,Red Bull Sugar Free 250g,in stock,new,1.69 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400039,https://images.sumup.com/img_red_bull_sugar_free_250,Red Bull,Energy Drinks,Energy Drinks,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400040,Red Bull Sugar Free 355g,Red Bull Sugar Free 355g,in stock,new,2.29 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400040,https://images.sumup.com/img_red_bull_sugar_free_355,Red Bull,Energy Drinks,Energy Drinks,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400041,Lucozade Energy Original 380g,Lucozade Energy Original 380g,in stock,new,1.39 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400041,https://images.sumup.com/img_lucozade_energy_orig_380,Lucozade,Energy Drinks,Energy Drinks,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400042,Lucozade Energy Original 500g,Lucozade Energy Original 500g,in stock,new,1.69 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400042,https://images.sumup.com/img_lucozade_energy_orig_500,Lucozade,Energy Drinks,Energy Drinks,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400043,Lucozade Sport Orange 500g,Lucozade Sport Orange 500g,in stock,new,1.49 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400043,https://images.sumup.com/img_lucozade_sport_orang_500,Lucozade,Energy Drinks,Energy Drinks,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400044,Relentless Origin 500g,Relentless Origin 500g,in stock,new,1.79 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400044,https://images.sumup.com/img_relentless_origin_500,,Energy Drinks,Energy Drinks,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400045,Rockstar Energy 500g,Rockstar Energy 500g,in stock,new,1.69 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400045,https://images.sumup.com/img_rockstar_energy_500,,Energy Drinks,Energy Drinks,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400046,Cadbury Dairy Milk 45g,Cadbury Dairy Milk 45g,in stock,new,0.79 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400046,https://images.sumup.com/img_cadbury_dairy_milk_45,Cadbury,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400047,Cadbury Dairy Milk 110g,Cadbury Dairy Milk 110g,in stock,new,1.99 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400047,https://images.sumup.com/img_cadbury_dairy_milk_110,Cadbury,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400048,Cadbury Dairy Milk 180g,Cadbury Dairy Milk 180g,in stock,new,3.49 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400048,https://images.sumup.com/img_cadbury_dairy_milk_180,Cadbury,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400049,Cadbury Dairy Milk 360g,Cadbury Dairy Milk 360g,in stock,new,6.99 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400049,https://images.sumup.com/img_cadbury_dairy_milk_360,Cadbury,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400050,Galaxy Smooth Milk 42g,Galaxy Smooth Milk 42g,in stock,new,0.75 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400050,https://images.sumup.com/img_galaxy_smooth_milk_42,Galaxy,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400051,Galaxy Smooth Milk 110g,Galaxy Smooth Milk 110g,in stock,new,1.99 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400051,https://images.sumup.com/img_galaxy_smooth_milk_110,Galaxy,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400052,Galaxy Smooth Milk 200g,Galaxy Smooth Milk 200g,in stock,new,3.49 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400052,https://images.sumup.com/img_galaxy_smooth_milk_200,Galaxy,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400053,Galaxy Smooth Milk 390g,Galaxy Smooth Milk 390g,in stock,new,6.99 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400053,https://images.sumup.com/img_galaxy_smooth_milk_390,Galaxy,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400054,Mars Bar 51g,Mars Bar 51g,in stock,new,0.79 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400054,https://images.sumup.com/img_mars_bar_51,Mars,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400055,Snickers Bar 48g,Snickers Bar 48g,in stock,new,0.79 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400055,https://images.sumup.com/img_snickers_bar_48,Snickers,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400056,Snickers Bar 75g,Snickers Bar 75g,in stock,new,1.29 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400056,https://images.sumup.com/img_snickers_bar_75,Snickers,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400057,Twix Twin Bar 50g,Twix Twin Bar 50g,in stock,new,0.79 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400057,https://images.sumup.com/img_twix_twin_bar_50,Twix,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400058,Twix Twin Bar 75g,Twix Twin Bar 75g,in stock,new,1.29 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400058,https://images.sumup.com/img_twix_twin_bar_75,Twix,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400059,Kit Kat 4 Finger 41.5g,Kit Kat 4 Finger 41.5g,in stock,new,0.69 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400059,https://images.sumup.com/img_kit_kat_4_finger_41.5,Kit Kat,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400060,Kit Kat 4 Finger 112g,Kit Kat 4 Finger 112g,in stock,new,1.99 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400060,https://images.sumup.com/img_kit_kat_4_finger_112,Kit Kat,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400061,Milkybar White Chocolate 25g,Milkybar White Chocolate 25g,in stock,new,0.59 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400061,https://images.sumup.com/img_milkybar_white_choco_25,Milkybar,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400062,Milkybar White Chocolate 100g,Milkybar White Chocolate 100g,in stock,new,1.99 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400062,https://images.sumup.com/img_milkybar_white_choco_100,Milkybar,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400063,Kinder Bueno 43g,Kinder Bueno 43g,in stock,new,0.89 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400063,https://images.sumup.com/img_kinder_bueno_43,Kinder,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400064,Kinder Bueno 86g,Kinder Bueno 86g,in stock,new,1.79 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400064,https://images.sumup.com/img_kinder_bueno_86,Kinder,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400065,M&M's Peanut 45g,M&M's Peanut 45g,in stock,new,0.99 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400065,https://images.sumup.com/img_m&ms_peanut_45,M&M's,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400066,M&M's Peanut 90g,M&M's Peanut 90g,in stock,new,1.79 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400066,https://images.sumup.com/img_m&ms_peanut_90,M&M's,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400067,M&M's Peanut 165g,M&M's Peanut 165g,in stock,new,2.99 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400067,https://images.sumup.com/img_m&ms_peanut_165,M&M's,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400068,M&M's Chocolate 45g,M&M's Chocolate 45g,in stock,new,0.99 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400068,https://images.sumup.com/img_m&ms_chocolate_45,M&M's,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400069,M&M's Chocolate 90g,M&M's Chocolate 90g,in stock,new,1.79 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400069,https://images.sumup.com/img_m&ms_chocolate_90,M&M's,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400070,Quality Street 265g,Quality Street 265g,in stock,new,3.99 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400070,https://images.sumup.com/img_quality_street_265,Quality Street,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550e8400-e29b-41d4-a716-446655400071,Quality Street 650g,Quality Street 650g,in stock,new,8.99 GBP,https://example.com/product/550e8400-e29b-41d4-a716-446655400071,https://images.sumup.com/img_quality_street_650,Quality Street,Chocolate • Sweets • Treats,Chocolate • Sweets • Treats,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
